Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
ENSMMUG00000061874	Y_RNA	ENSG00000207139	Y_RNA	100.00	1
ENSMMUG00000042537	Metazoa_SRP				
ENSMMUG00000007767	PPM1J	ENSG00000155367	PPM1J	100.00	1
ENSMMUG00000051969	Metazoa_SRP				
ENSMMUG00000012432	LRRC17	ENSG00000128606	LRRC17	100.00	1
ENSMMUG00000056548	F3	ENSG00000117525	F3	100.00	1
ENSMMUG00000062510					
ENSMMUG00000046787	C2H3orf84	ENSG00000236980	C3orf84	100.00	1
ENSMMUG00000011758	CRHR2	ENSG00000106113	CRHR2	100.00	1
ENSMMUG00000044930	Metazoa_SRP	ENSG00000242865	RN7SL244P	100.00	1
ENSMMUG00000015685	ZNF804B	ENSG00000182348	ZNF804B	100.00	1
ENSMMUG00000060755					
ENSMMUG00000059550	Metazoa_SRP				
ENSMMUG00000037624	CRPPA	ENSG00000214960	CRPPA	100.00	1
ENSMMUG00000036736	Y_RNA				
ENSMMUG00000051438					
ENSMMUG00000055818	Metazoa_SRP				
ENSMMUG00000003840	LAT2	ENSG00000086730	LAT2	100.00	1
ENSMMUG00000064731					
ENSMMUG00000053698					
ENSMMUG00000062159					
ENSMMUG00000019697	PXYLP1	ENSG00000155893	PXYLP1	100.00	1
ENSMMUG00000054290					
ENSMMUG00000008640	STUM	ENSG00000203685	STUM	100.00	1
ENSMMUG00000063972					
ENSMMUG00000061998					
ENSMMUG00000010336	DOP1B	ENSG00000142197	DOP1B	100.00	1
ENSMMUG00000003850	COL11A2	ENSG00000204248	COL11A2	100.00	1
ENSMMUG00000053526	IHO1	ENSG00000173421	IHO1	100.00	1
ENSMMUG00000021999	MGST2	ENSG00000085871	MGST2	100.00	1
ENSMMUG00000020088	STYXL1	ENSG00000127952	STYXL1	100.00	1
ENSMMUG00000012435	ARMC10	ENSG00000170632	ARMC10	100.00	1
ENSMMUG00000012032	ATP13A3	ENSG00000133657	ATP13A3	100.00	1
ENSMMUG00000017393	SCFD2	ENSG00000184178	SCFD2	100.00	1
ENSMMUG00000026747	U1	ENSG00000277374	U1	100.00	1
ENSMMUG00000026747	U1	ENSG00000275631	U1	100.00	1
ENSMMUG00000026747	U1	ENSG00000202215	RNU1-51P	100.00	1
ENSMMUG00000005344	CILK1	ENSG00000112144	CILK1	100.00	1
ENSMMUG00000059035	Metazoa_SRP				
ENSMMUG00000056317					
ENSMMUG00000014582	AMIGO3	ENSG00000176020	AMIGO3	100.00	1
ENSMMUG00000033542	SNORA77	ENSG00000221643	SNORA77	100.00	1
ENSMMUG00000052063					
ENSMMUG00000000223	HTR1E	ENSG00000168830	HTR1E	100.00	1
ENSMMUG00000011066	EIF4E	ENSG00000151247	EIF4E	100.00	1
ENSMMUG00000021998	MAML3	ENSG00000196782	MAML3	100.00	1
ENSMMUG00000014013	ABCD3	ENSG00000117528	ABCD3	100.00	1
ENSMMUG00000059489	MOV10	ENSG00000155363	MOV10	100.00	1
ENSMMUG00000053665	Metazoa_SRP				
ENSMMUG00000056543	Metazoa_SRP				
ENSMMUG00000009564	NMD3	ENSG00000169251	NMD3	100.00	1
ENSMMUG00000025266	Y_RNA	ENSG00000207497	Y_RNA	100.00	1
ENSMMUG00000004236	NAPEPLD	ENSG00000161048	NAPEPLD	100.00	1
ENSMMUG00000004719	GARS1	ENSG00000106105	GARS1	100.00	1
ENSMMUG00000060707					
ENSMMUG00000003843	RFC2	ENSG00000049541	RFC2	100.00	1
ENSMMUG00000014584	GMPPB	ENSG00000173540	GMPPB	100.00	1
ENSMMUG00000060639	Metazoa_SRP				
ENSMMUG00000054133	LAX1	ENSG00000122188	LAX1	100.00	1
ENSMMUG00000000517	HYCC1	ENSG00000122591	HYCC1	100.00	1
ENSMMUG00000037700	U7	ENSG00000252548	RNU7-149P	100.00	1
ENSMMUG00000054013	Metazoa_SRP				
ENSMMUG00000051329					
ENSMMUG00000051461	U6	ENSG00000207385	RNU6-310P	100.00	1
ENSMMUG00000051830					
ENSMMUG00000058683					
ENSMMUG00000055932					
ENSMMUG00000056698					
ENSMMUG00000062329					
ENSMMUG00000049109					
ENSMMUG00000031526	ZBTB38	ENSG00000177311	ZBTB38	100.00	1
ENSMMUG00000052650					
ENSMMUG00000054853					
ENSMMUG00000051388					
ENSMMUG00000011062	METAP1	ENSG00000164024	METAP1	100.00	1
ENSMMUG00000063075					
ENSMMUG00000017114	PLEKHA6	ENSG00000143850	PLEKHA6	100.00	1
ENSMMUG00000052882	RASL11B	ENSG00000128045	RASL11B	100.00	1
ENSMMUG00000062962	MEOX2	ENSG00000106511	MEOX2	100.00	1
ENSMMUG00000058208					
ENSMMUG00000034845	U4	ENSG00000222727	RNU4-64P	100.00	1
ENSMMUG00000057887					
ENSMMUG00000057297					
ENSMMUG00000048526	CLIP2	ENSG00000106665	CLIP2	100.00	1
ENSMMUG00000003429	PMPCB	ENSG00000105819	PMPCB	100.00	1
ENSMMUG00000001824	FRG1	ENSG00000109536	FRG1	100.00	1
ENSMMUG00000061649	ITPKB	ENSG00000143772	ITPKB	100.00	1
ENSMMUG00000014899	GSTA4	ENSG00000170899	GSTA4	100.00	1
ENSMMUG00000060878					
ENSMMUG00000056270					
ENSMMUG00000014589	IP6K1	ENSG00000176095	IP6K1	100.00	1
ENSMMUG00000053372					
ENSMMUG00000021762	TLR3	ENSG00000164342	TLR3	100.00	1
ENSMMUG00000049829	Y_RNA				
ENSMMUG00000012550	GGCT	ENSG00000006625	GGCT	100.00	1
ENSMMUG00000004975	AGMO	ENSG00000187546	AGMO	100.00	1
ENSMMUG00000059074					
ENSMMUG00000053045		ENSG00000153130	SCOC	100.00	0
ENSMMUG00000049861	Y_RNA	ENSG00000199901	Y_RNA	100.00	1
ENSMMUG00000000822	USP4	ENSG00000114316	USP4	100.00	1
ENSMMUG00000033837	SNORD93	ENSG00000221740	SNORD93	100.00	1
ENSMMUG00000032849		ENSG00000212490		100.00	1
ENSMMUG00000009418	RASA2	ENSG00000155903	RASA2	100.00	1
ENSMMUG00000031794					
ENSMMUG00000007951	ERVMER34-1	ENSG00000226887	ERVMER34-1	100.00	1
ENSMMUG00000065311	TOMM7	ENSG00000196683	TOMM7	100.00	1
ENSMMUG00000056530	Metazoa_SRP				
ENSMMUG00000035487	Y_RNA				
ENSMMUG00000003552	ADH5	ENSG00000197894	ADH5	100.00	1
ENSMMUG00000020979	INKA1	ENSG00000185614	INKA1	100.00	1
ENSMMUG00000003430	DNAJC2	ENSG00000105821	DNAJC2	100.00	1
ENSMMUG00000061235	Metazoa_SRP				
ENSMMUG00000012547	NOD1	ENSG00000106100	NOD1	100.00	1
ENSMMUG00000055376					
ENSMMUG00000018085	SLC37A1	ENSG00000160190	SLC37A1	100.00	1
ENSMMUG00000027662	Y_RNA	ENSG00000207195	Y_RNA	100.00	1
ENSMMUG00000049531	Metazoa_SRP				
ENSMMUG00000057136	Metazoa_SRP				
ENSMMUG00000055577					
ENSMMUG00000036161	U6	ENSG00000252498	RNU6-1016P	100.00	1
ENSMMUG00000032928	SNORA26	ENSG00000212588	SNORA26	100.00	1
ENSMMUG00000055441					
ENSMMUG00000039124					
ENSMMUG00000011059	ADH4	ENSG00000198099	ADH4	100.00	1
ENSMMUG00000056091					
ENSMMUG00000057409	U6	ENSG00000199790	RNU6-836P	100.00	1
ENSMMUG00000036622	U6	ENSG00000252137	RNU6-1338P	100.00	1
ENSMMUG00000053915					
ENSMMUG00000015668	CAPZA1	ENSG00000116489	CAPZA1	100.00	1
ENSMMUG00000049377					
ENSMMUG00000051046	U6				
ENSMMUG00000026241	U1	ENSG00000201291	RNU1-34P	100.00	1
ENSMMUG00000057102					
ENSMMUG00000059736					
ENSMMUG00000020980	UBA7	ENSG00000182179	UBA7	100.00	1
ENSMMUG00000019983	IL6	ENSG00000136244	IL6	100.00	1
ENSMMUG00000054016					
ENSMMUG00000056273	U6	ENSG00000206848	RNU6-890P	100.00	1
ENSMMUG00000019275	FILIP1	ENSG00000118407	FILIP1	100.00	1
ENSMMUG00000052826	Metazoa_SRP				
ENSMMUG00000009820	TRPC3	ENSG00000138741	TRPC3	100.00	1
ENSMMUG00000060735	Y_RNA	ENSG00000201277	Y_RNA	100.00	1
ENSMMUG00000054134					
ENSMMUG00000039058	FAM149A	ENSG00000109794	FAM149A	100.00	1
ENSMMUG00000060740	Metazoa_SRP				
ENSMMUG00000033704	U3	ENSG00000221332	U3	100.00	1
ENSMMUG00000006369	ARHGAP29	ENSG00000137962	ARHGAP29	100.00	1
ENSMMUG00000062440					
ENSMMUG00000055636	Metazoa_SRP				
ENSMMUG00000037429	U7	ENSG00000252750	RNU7-70P	100.00	1
ENSMMUG00000023333	USP46	ENSG00000109189	USP46	100.00	1
ENSMMUG00000012541	ZNRF2	ENSG00000180233	ZNRF2	100.00	1
ENSMMUG00000059403					
ENSMMUG00000056674					
ENSMMUG00000052165					
ENSMMUG00000020418	DGKB	ENSG00000136267	DGKB	100.00	1
ENSMMUG00000019273	TMEM30A	ENSG00000112697	TMEM30A	100.00	1
ENSMMUG00000003432	PSMC2	ENSG00000161057	PSMC2	100.00	1
ENSMMUG00000020086	POR	ENSG00000127948	POR	100.00	1
ENSMMUG00000022355	CLGN	ENSG00000153132	CLGN	100.00	1
ENSMMUG00000060818	Metazoa_SRP				
ENSMMUG00000056024					
ENSMMUG00000004924		ENSG00000173457	PPP1R14B	0.00	0
ENSMMUG00000018084	RSPH1	ENSG00000160188	RSPH1	100.00	1
ENSMMUG00000063080	Metazoa_SRP				
ENSMMUG00000048378					
ENSMMUG00000035975	U5				
ENSMMUG00000018842	GTF2IRD1	ENSG00000006704	GTF2IRD1	100.00	1
ENSMMUG00000061627					
ENSMMUG00000034355	U2	ENSG00000222231	RNU2-54P	100.00	1
ENSMMUG00000037755					
ENSMMUG00000043152	COX7A2	ENSG00000112695	COX7A2	100.00	1
ENSMMUG00000062454					
ENSMMUG00000039009					
ENSMMUG00000056421					
ENSMMUG00000006648	RNF7	ENSG00000114125	RNF7	100.00	1
ENSMMUG00000056818	Metazoa_SRP				
ENSMMUG00000025279	SNORA14A	ENSG00000201643	SNORA14A	100.00	1
ENSMMUG00000006771	DBF4	ENSG00000006634	DBF4	100.00	1
ENSMMUG00000064693					
ENSMMUG00000016200	OTOL1	ENSG00000182447	OTOL1	100.00	1
ENSMMUG00000051654	DKK2	ENSG00000155011	DKK2	100.00	1
ENSMMUG00000013071	UCHL1	ENSG00000154277	UCHL1	100.00	1
ENSMMUG00000063351	Metazoa_SRP				
ENSMMUG00000007362	RHBDD2	ENSG00000005486	RHBDD2	100.00	1
ENSMMUG00000005575	TRERF1	ENSG00000124496	TRERF1	100.00	1
ENSMMUG00000003433	SLC26A5	ENSG00000170615	SLC26A5	100.00	1
ENSMMUG00000016476	TRAIP	ENSG00000183763	TRAIP	100.00	1
ENSMMUG00000007766	ST7L	ENSG00000007341	ST7L	100.00	1
ENSMMUG00000007387	GRK7	ENSG00000114124	GRK7	100.00	1
ENSMMUG00000061164					
ENSMMUG00000052474					
ENSMMUG00000002987	RAPGEF5	ENSG00000136237	RAPGEF5	100.00	1
ENSMMUG00000017137	GSTA2	ENSG00000174156	GSTA3	59.24	1
ENSMMUG00000049382					
ENSMMUG00000050932					
ENSMMUG00000055505	Y_RNA	ENSG00000251852	Y_RNA	100.00	1
ENSMMUG00000062555					
ENSMMUG00000030139	MGAT4D	ENSG00000205301	MGAT4D	100.00	1
ENSMMUG00000013858	ABCA4	ENSG00000198691	ABCA4	100.00	1
ENSMMUG00000023954	Y_RNA	ENSG00000207481	Y_RNA	100.00	1
ENSMMUG00000062915					
ENSMMUG00000064357	Metazoa_SRP				
ENSMMUG00000034526	U2				
ENSMMUG00000059884					
ENSMMUG00000064837					
ENSMMUG00000037299	U7	ENSG00000238924	RNU7-82P	100.00	1
ENSMMUG00000000033	SRF	ENSG00000112658	SRF	100.00	1
ENSMMUG00000063228					
ENSMMUG00000064521	PLEKHG4B	ENSG00000153404	PLEKHG4B	100.00	1
ENSMMUG00000001740	SLCO3A1	ENSG00000176463	SLCO3A1	100.00	1
ENSMMUG00000059163	U3				
ENSMMUG00000042979					
ENSMMUG00000060612	ATP1B3	ENSG00000069849	ATP1B3	100.00	1
ENSMMUG00000016480	CAMKV	ENSG00000164076	CAMKV	100.00	1
ENSMMUG00000006767	SLC25A40	ENSG00000075303	SLC25A40	100.00	1
ENSMMUG00000054636					
ENSMMUG00000054039					
ENSMMUG00000011632	CYP4V2	ENSG00000145476	CYP4V2	100.00	1
ENSMMUG00000028689					
ENSMMUG00000008632					
ENSMMUG00000062507					
ENSMMUG00000055530	Metazoa_SRP				
ENSMMUG00000060395	Metazoa_SRP				
ENSMMUG00000051370	Metazoa_SRP				
ENSMMUG00000019261	COL12A1	ENSG00000111799	COL12A1	100.00	1
ENSMMUG00000061493	Metazoa_SRP				
ENSMMUG00000012539	MTURN	ENSG00000180354	MTURN	100.00	0
ENSMMUG00000062338					
ENSMMUG00000053154	U6	ENSG00000200389	RNU6-509P	100.00	1
ENSMMUG00000062515					
ENSMMUG00000007765	WNT2B	ENSG00000134245	WNT2B	100.00	1
ENSMMUG00000051890					
ENSMMUG00000018081	UBASH3A	ENSG00000160185	UBASH3A	100.00	1
ENSMMUG00000014171	C7	ENSG00000112936	C7	100.00	1
ENSMMUG00000003999	GUCA1B	ENSG00000112599	GUCA1B	100.00	1
ENSMMUG00000010539	ZC3H11A	ENSG00000058673	ZC3H11A	100.00	1
ENSMMUG00000010539	ZC3H11A	ENSG00000215817	ZC3H11B	97.39	1
ENSMMUG00000010539	ZC3H11A	ENSG00000214558	ZC3H11C	97.31	1
ENSMMUG00000054412					
ENSMMUG00000052200					
ENSMMUG00000037458		ENSG00000089248	ERP29	0.00	0
ENSMMUG00000011633	KLKB1	ENSG00000164344	KLKB1	100.00	1
ENSMMUG00000055715	Metazoa_SRP				
ENSMMUG00000048420	RELN	ENSG00000189056	RELN	100.00	1
ENSMMUG00000044412	Metazoa_SRP	ENSG00000264706	RN7SL217P	100.00	1
ENSMMUG00000001302	SI	ENSG00000090402	SI	100.00	1
ENSMMUG00000059293					
ENSMMUG00000006766	RUNDC3B	ENSG00000105784	RUNDC3B	100.00	1
ENSMMUG00000010345	RIMS1	ENSG00000079841	RIMS1	100.00	1
ENSMMUG00000000872	GUCA1A	ENSG00000048545	GUCA1A	100.00	1
ENSMMUG00000015242	ELMOD2	ENSG00000179387	ELMOD2	100.00	1
ENSMMUG00000057602					
ENSMMUG00000022766	CDCA7L	ENSG00000164649	CDCA7L	100.00	1
ENSMMUG00000051863	ACTL11				
ENSMMUG00000056070	Metazoa_SRP				
ENSMMUG00000057444	Y_RNA	ENSG00000199540	Y_RNA	100.00	1
ENSMMUG00000060163	TMEM14A	ENSG00000096092	TMEM14A	100.00	0
ENSMMUG00000057938					
ENSMMUG00000050950	GP5	ENSG00000178732	GP5	100.00	1
ENSMMUG00000018455	CTTNBP2NL	ENSG00000143079	CTTNBP2NL	100.00	1
ENSMMUG00000047592	GUCA1ANB	ENSG00000287363	GUCA1ANB	100.00	1
ENSMMUG00000016544	PSMA6	ENSG00000100902	PSMA6	100.00	1
ENSMMUG00000049226	KBTBD8	ENSG00000163376	KBTBD8	100.00	1
ENSMMUG00000052713	LRRC14B	ENSG00000185028	LRRC14B	100.00	1
ENSMMUG00000011634	F11	ENSG00000088926	F11	100.00	1
ENSMMUG00000036502		ENSG00000239197		100.00	1
ENSMMUG00000061950					
ENSMMUG00000011134	TFDP2	ENSG00000114126	TFDP2	100.00	1
ENSMMUG00000020565	CBR1	ENSG00000159231	CBR3	100.00	1
ENSMMUG00000053693	Metazoa_SRP				
ENSMMUG00000054883					
ENSMMUG00000050626					
ENSMMUG00000057989					
ENSMMUG00000057190					
ENSMMUG00000058633					
ENSMMUG00000007866	LRRC15	ENSG00000172061	LRRC15	100.00	1
ENSMMUG00000039167	ETV1	ENSG00000006468	ETV1	100.00	1
ENSMMUG00000065076	PPP1R15B	ENSG00000158615	PPP1R15B	100.00	1
ENSMMUG00000042009	C4H6orf132	ENSG00000188112	C6orf132	100.00	1
ENSMMUG00000006659	ALDH1A3	ENSG00000184254	ALDH1A3	100.00	1
ENSMMUG00000063203	Metazoa_SRP				
ENSMMUG00000007865	CPN2	ENSG00000178772	CPN2	100.00	1
ENSMMUG00000061856	Metazoa_SRP	ENSG00000239625	RN7SL241P	100.00	1
ENSMMUG00000058308					
ENSMMUG00000012473	PSME2	ENSG00000100911	PSME2	100.00	1
ENSMMUG00000058997					
ENSMMUG00000012529	PLEKHA8	ENSG00000106086	PLEKHA8	100.00	1
ENSMMUG00000007805	LIMCH1	ENSG00000064042	LIMCH1	100.00	1
ENSMMUG00000062007	Metazoa_SRP				
ENSMMUG00000057951	U6	ENSG00000252619	RNU6-1149P	100.00	1
ENSMMUG00000063188					
ENSMMUG00000003353	MST1R	ENSG00000164078	MST1R	100.00	1
ENSMMUG00000034684	U6	ENSG00000212387	RNU6-1055P	100.00	1
ENSMMUG00000011050	SLITRK3	ENSG00000121871	SLITRK3	100.00	1
ENSMMUG00000051559					
ENSMMUG00000047630	RCC2	ENSG00000179051	RCC2	100.00	1
ENSMMUG00000057307					
ENSMMUG00000053916					
ENSMMUG00000011670	PTK7	ENSG00000112655	PTK7	100.00	1
ENSMMUG00000020374	NFKBIA	ENSG00000100906	NFKBIA	100.00	1
ENSMMUG00000064988	Metazoa_SRP				
ENSMMUG00000026913	mml-mir-214	ENSG00000283844	MIR214	100.00	1
ENSMMUG00000063025	CCDC127	ENSG00000164366	CCDC127	100.00	1
ENSMMUG00000018050	MTNR1A	ENSG00000168412	MTNR1A	100.00	1
ENSMMUG00000018079	TMPRSS3	ENSG00000160183	TMPRSS3	100.00	1
ENSMMUG00000051866	Metazoa_SRP				
ENSMMUG00000015244	UCP1	ENSG00000109424	UCP1	100.00	1
ENSMMUG00000027103	mml-mir-199a-1	ENSG00000208024	MIR199A2	100.00	1
ENSMMUG00000051061					
ENSMMUG00000047299	SLC18A3	ENSG00000187714	SLC18A3	100.00	1
ENSMMUG00000058274					
ENSMMUG00000060960					
ENSMMUG00000022764	DNAH11				
ENSMMUG00000063795					
ENSMMUG00000007460	VCPKMT	ENSG00000100483	VCPKMT	100.00	1
ENSMMUG00000034757	U6	ENSG00000200213	RNU6-992P	100.00	1
ENSMMUG00000061179	U3				
ENSMMUG00000053450	U6	ENSG00000206684	RNU6-157P	100.00	1
ENSMMUG00000013325	LRRK1	ENSG00000154237	LRRK1	100.00	1
ENSMMUG00000056041					
ENSMMUG00000064032		ENSG00000238761		100.00	1
ENSMMUG00000050660	C7H14orf180	ENSG00000184601	C14orf180	100.00	1
ENSMMUG00000055470					
ENSMMUG00000036401	U6	ENSG00000252984	RNU6-844P	100.00	1
ENSMMUG00000058887					
ENSMMUG00000058398					
ENSMMUG00000035796	U7	ENSG00000253098	RNU7-161P	100.00	1
ENSMMUG00000060970					
ENSMMUG00000007278	C1H1orf105	ENSG00000180999	C1orf105	100.00	1
ENSMMUG00000043857	Metazoa_SRP	ENSG00000242102	RN7SL152P	100.00	1
ENSMMUG00000006823	GTF2I	ENSG00000263001	GTF2I	97.84	1
ENSMMUG00000003565	LGALS3	ENSG00000131981	LGALS3	100.00	1
ENSMMUG00000019784	SEPSECS	ENSG00000109618	SEPSECS	100.00	1
ENSMMUG00000057625					
ENSMMUG00000061318					
ENSMMUG00000003742	BCHE	ENSG00000114200	BCHE	100.00	1
ENSMMUG00000029177	TMEM179	ENSG00000258986	TMEM179	100.00	1
ENSMMUG00000056107	Metazoa_SRP				
ENSMMUG00000049568					
ENSMMUG00000050587	TFF1	ENSG00000160182	TFF1	100.00	1
ENSMMUG00000016912	IL3	ENSG00000164399	IL3	100.00	1
ENSMMUG00000062681					
ENSMMUG00000052670					
ENSMMUG00000061131					
ENSMMUG00000036309	U7	ENSG00000238417	RNU7-63P	0.00	0
ENSMMUG00000064343					
ENSMMUG00000015169	GOLGA5	ENSG00000066455	GOLGA5	100.00	1
ENSMMUG00000064839	TFF2	ENSG00000160181	TFF2	100.00	1
ENSMMUG00000001125	SETD4	ENSG00000185917	SETD4	100.00	1
ENSMMUG00000050150					
ENSMMUG00000007279	PIGC	ENSG00000135845	PIGC	100.00	1
ENSMMUG00000063435					
ENSMMUG00000050522					
ENSMMUG00000015246	TBC1D9	ENSG00000109436	TBC1D9	100.00	1
ENSMMUG00000016563	PIK3C2B	ENSG00000133056	PIK3C2B	100.00	1
ENSMMUG00000004774	MROH2B	ENSG00000171495	MROH2B	100.00	1
ENSMMUG00000057203	Metazoa_SRP				
ENSMMUG00000013718	TRAM2	ENSG00000065308	TRAM2	100.00	1
ENSMMUG00000043135	Metazoa_SRP	ENSG00000242201	RN7SL215P	100.00	1
ENSMMUG00000062860	TFF3	ENSG00000160180	TFF3	100.00	1
ENSMMUG00000022437	PADI6	ENSG00000276747	PADI6	100.00	1
ENSMMUG00000049424					
ENSMMUG00000009693	SUCLG2	ENSG00000172340	SUCLG2	100.00	1
ENSMMUG00000063812					
ENSMMUG00000011819	CHSY1	ENSG00000131873	CHSY1	100.00	1
ENSMMUG00000010788	ABCB4	ENSG00000005471	ABCB4	100.00	1
ENSMMUG00000058672	HES1	ENSG00000114315	HES1	100.00	1
ENSMMUG00000016552	INF2	ENSG00000203485	INF2	100.00	1
ENSMMUG00000003629	PI4K2B	ENSG00000038210	PI4K2B	100.00	1
ENSMMUG00000050825	KCND3	ENSG00000171385	KCND3	100.00	1
ENSMMUG00000012470	TAF8	ENSG00000137413	TAF8	100.00	1
ENSMMUG00000012528	FKBP14	ENSG00000106080	FKBP14	100.00	1
ENSMMUG00000057980					
ENSMMUG00000050287					
ENSMMUG00000061403					
ENSMMUG00000033106	U6	ENSG00000206604	RNU6-425P	100.00	1
ENSMMUG00000057439					
ENSMMUG00000003567	DLGAP5	ENSG00000126787	DLGAP5	100.00	1
ENSMMUG00000055165					
ENSMMUG00000016556	ADSS1	ENSG00000185100	ADSS1	100.00	1
ENSMMUG00000032881	Y_RNA	ENSG00000222613	Y_RNA	100.00	1
ENSMMUG00000064214	Metazoa_SRP	ENSG00000264530	RN7SL25P	0.00	0
ENSMMUG00000049790	Metazoa_SRP	ENSG00000243991	RN7SL447P	100.00	1
ENSMMUG00000034769	Y_RNA	ENSG00000199546	Y_RNA	100.00	1
ENSMMUG00000035116	U2				
ENSMMUG00000059579					
ENSMMUG00000063460	Metazoa_SRP				
ENSMMUG00000032238	PADI4	ENSG00000159339	PADI4	100.00	1
ENSMMUG00000064897					
ENSMMUG00000010137	MCPH1	ENSG00000147316	MCPH1	100.00	1
ENSMMUG00000023045	ZBBX	ENSG00000169064	ZBBX	100.00	1
ENSMMUG00000054844		ENSG00000167863	ATP5PD	0.00	0
ENSMMUG00000054119	Metazoa_SRP				
ENSMMUG00000049541	C2H3orf62	ENSG00000188315	C3orf62	100.00	1
ENSMMUG00000016803	SCRN1	ENSG00000136193	SCRN1	100.00	1
ENSMMUG00000053633	SNRPA1	ENSG00000131876	SNRPA1	100.00	1
ENSMMUG00000031811	MON1A	ENSG00000164077	MON1A	100.00	1
ENSMMUG00000012151	GK5	ENSG00000175066	GK5	100.00	1
ENSMMUG00000052518	SIVA1	ENSG00000184990	SIVA1	100.00	1
ENSMMUG00000013716	EFHC1	ENSG00000096093	EFHC1	100.00	1
ENSMMUG00000000706	FLNB	ENSG00000136068	FLNB	100.00	1
ENSMMUG00000021034	C6	ENSG00000039537	C6	100.00	1
ENSMMUG00000018058	ABCG1	ENSG00000160179	ABCG1	100.00	1
ENSMMUG00000032675	mml-mir-802	ENSG00000211590	MIR802	100.00	1
ENSMMUG00000057486					
ENSMMUG00000007280	SUCO	ENSG00000094975	SUCO	100.00	1
ENSMMUG00000010444	RNF150	ENSG00000170153	RNF150	100.00	1
ENSMMUG00000011774	INTS10	ENSG00000104613	INTS10	100.00	1
ENSMMUG00000019371		ENSG00000231389	HLA-DPA1	100.00	1
ENSMMUG00000009971	CHGA	ENSG00000100604	CHGA	100.00	1
ENSMMUG00000014489	DDX20	ENSG00000064703	DDX20	100.00	1
ENSMMUG00000004419	CCND3	ENSG00000112576	CCND3	100.00	1
ENSMMUG00000012963	GPX1	ENSG00000233276	GPX1	100.00	1
ENSMMUG00000055247					
ENSMMUG00000018051	FAT1	ENSG00000083857	FAT1	100.00	1
ENSMMUG00000053529					
ENSMMUG00000009765	OPA1	ENSG00000198836	OPA1	100.00	1
ENSMMUG00000013847	TAFA1	ENSG00000183662	TAFA1	100.00	1
ENSMMUG00000061981					
ENSMMUG00000052626	PAQR8	ENSG00000170915	PAQR8	100.00	1
ENSMMUG00000060157	ZNF330	ENSG00000109445	ZNF330	100.00	1
ENSMMUG00000061337					
ENSMMUG00000054109					
ENSMMUG00000019473	AADAT	ENSG00000109576	AADAT	100.00	1
ENSMMUG00000051895					
ENSMMUG00000045852	WIPF3	ENSG00000122574	WIPF3	100.00	1
ENSMMUG00000064157					
ENSMMUG00000001044	AKT1	ENSG00000142208	AKT1	100.00	1
ENSMMUG00000047476	RHOA	ENSG00000067560	RHOA	100.00	1
ENSMMUG00000050310					
ENSMMUG00000050069	TAFA4	ENSG00000163377	TAFA4	100.00	1
ENSMMUG00000001649	RUNX1	ENSG00000159216	RUNX1	100.00	1
ENSMMUG00000056770					
ENSMMUG00000011829	PCSK6	ENSG00000140479	PCSK6	100.00	1
ENSMMUG00000032870		ENSG00000199470		100.00	1
ENSMMUG00000004458	ANAPC4	ENSG00000053900	ANAPC4	100.00	1
ENSMMUG00000021149	MCM3	ENSG00000112118	MCM3	100.00	1
ENSMMUG00000051619	PADI3	ENSG00000142619	PADI3	100.00	1
ENSMMUG00000036407		ENSG00000238906		100.00	1
ENSMMUG00000003494	RBM6	ENSG00000004534	RBM6	100.00	1
ENSMMUG00000011027	OXCT1	ENSG00000083720	OXCT1	100.00	1
ENSMMUG00000034996	U6				
ENSMMUG00000010846	ARL4A	ENSG00000122644	ARL4A	100.00	1
ENSMMUG00000065141					
ENSMMUG00000055556					
ENSMMUG00000017806	CD109	ENSG00000156535	CD109	100.00	1
ENSMMUG00000063746					
ENSMMUG00000019092	IL15	ENSG00000164136	IL15	100.00	1
ENSMMUG00000000880	SCIN	ENSG00000006747	SCIN	100.00	1
ENSMMUG00000006691	IL17F	ENSG00000112116	IL17F	100.00	1
ENSMMUG00000061059					
ENSMMUG00000004416	BYSL	ENSG00000112578	BYSL	100.00	1
ENSMMUG00000059875	Metazoa_SRP				
ENSMMUG00000050459					
ENSMMUG00000056170	Metazoa_SRP				
ENSMMUG00000013814	ST8SIA2	ENSG00000140557	ST8SIA2	100.00	1
ENSMMUG00000058668					
ENSMMUG00000007403	IL17A	ENSG00000112115	IL17A	100.00	1
ENSMMUG00000058903	TCTA	ENSG00000145022	TCTA	100.00	1
ENSMMUG00000062652					
ENSMMUG00000011090	EOGT	ENSG00000163378	EOGT	100.00	1
ENSMMUG00000032973	mml-mir-550				
ENSMMUG00000050983	PADI1	ENSG00000142623	PADI1	100.00	1
ENSMMUG00000055790		ENSG00000226690		100.00	1
ENSMMUG00000049918	Metazoa_SRP				
ENSMMUG00000009974	ITPK1	ENSG00000100605	ITPK1	100.00	1
ENSMMUG00000027032	mml-mir-133b	ENSG00000199080	MIR133B	100.00	1
ENSMMUG00000058772					
ENSMMUG00000064213	PRR15	ENSG00000176532	PRR15	100.00	1
ENSMMUG00000057071	Metazoa_SRP				
ENSMMUG00000040740	Metazoa_SRP	ENSG00000241037	RN7SL335P	100.00	1
ENSMMUG00000021684	SP4	ENSG00000105866	SP4	100.00	1
